600000	-0.462206333	6.8579
600000	0.031339031	13.877
600000	-0.190607735	-20.7811
600000	-0.034129693	-2.6972
600000	-0.175500589	-11.7043
600000	-0.011428571	-9.393
600000	0.105491329	-8.1181
600000	0.08496732	6.6122
600000	0.174698795	-0.6083
600000	0.113846154	10.1228
600000	-0.08747698	28.7464
600000	0.071644803	2.8652
600000	1.006591337	50.248
600000	0.253871422	16.5076
600000	0.369386228	17.8641
600000	0.434818256	42.8326
600000	0.005714286	-8.1374
600000	-0.329545455	-37.402
600000	-0.378531073	-23.7064
600000	-0.29	-19.2207
600000	-0.151728553	-23.9526
600000	0.654339623	29.3339
600000	0.050182482	25.0161
600000	-0.14639444	-6.6776
600000	0.103816794	16.5939
600000	0.050253573	-6.4496
600000	-0.402985075	-23.3326
600000	-0.047058824	9.7569
600000	-0.043981481	4.1763
600000	0.099273608	2.2712
600000	-0.27753304	-7.148
600000	-0.132113821	-17.3096
600000	-0.005854801	-9.9012
600000	0.051825677	-0.2737
600000	-0.089585666	-3.0141
600000	-0.092250923	-8.692
600000	0.344173442	5.6229
600000	0.021169355	-4.5828
600000	-0.182625864	-12.8508
600000	0.218599034	8.0862
600000	-0.065411298	-5.5969
600000	0.030752916	-6.8109
600000	-0.068930041	-0.4399
600000	0.077348066	14.0758
600000	0.609230769	33.9438
600004	1.302325581	6.8579
600004	-0.139293139	-20.7811
600004	0.112318841	-2.6972
600004	-0.059717698	-11.7043
600004	-0.132794457	-9.393
600004	0.023968043	-8.1181
600004	-0.00130039	6.6122
600004	-0.119791667	-0.6083
600004	0.108064516	28.7464
600004	0.120356612	50.248
600004	0.576271186	17.8641
600004	0.022043011	42.8326
600004	0.103629669	-8.1374
600004	-0.333174452	-37.402
600004	-0.265904217	-23.7064
600004	0.210321324	-19.2207
600004	-0.432823813	-23.9526
600004	0.06097561	25.0161
600004	0.170703576	16.5939
600004	-0.224077329	-23.3326
600004	-0.076439791	4.1763
600004	-0.08255814	-7.148
600004	-0.131837307	-9.9012
600004	0.088852989	-0.2737
600004	0.010385757	-3.0141
600004	-0.008810573	-8.692
600004	0.05037037	5.6229
600004	-0.02538787	-4.5828
600004	-0.089725036	-12.8508
600004	0.026587888	-5.5969
600004	0.004279601	-0.4399
600004	0.186079545	14.0758
600004	0.308982036	33.9438
600005	-0.369624886	6.8579
600005	0.194484761	13.877
600005	-0.207776428	-20.7811
600005	0.23006135	-2.6972
600005	-0.495012469	-11.7043
600005	0.012345679	-9.393
600005	-0.170731707	-8.1181
600005	0.014705882	6.6122
600005	-0.214492754	-0.6083
600005	0.033210332	10.1228
600005	0.014285714	28.7464
600005	1.503937008	50.248
600005	0.427672956	16.5076
600005	0.107929515	17.8641
600005	0.756461233	42.8326
600005	0.114883984	-8.1374
600005	-0.279695431	-37.402
600005	-0.312191684	-23.7064
600005	-0.228483607	-19.2207
600005	-0.365205843	-23.9526
600005	0.537656904	29.3339
600005	0.072108844	25.0161
600005	-0.120558376	-6.6776
600005	0.194805195	16.5939
600005	-0.192028986	-6.4496
600005	-0.358744395	-23.3326
600005	0.06993007	9.7569
600005	-0.067538126	4.1763
600005	0.105140187	2.2712
600005	-0.122621564	-7.148
600005	-0.204819277	-17.3096
600005	-0.124242424	-9.9012
600005	-0.010380623	-0.2737
600005	-0.059440559	-3.0141
600005	-0.100371747	-8.692
600005	0.144628099	5.6229
600005	-0.003610108	-4.5828
